Function,Gene,NH4_1,NH4_2,NH4_3,NH4_average,alanine_1,alanine_2,alanine_3,alanine_average,log2FoldChange,pvalue,qvalue
conserved hypothetical protein,HVO_2631,5.530438,5.4830337,5.417267,5.4769129,5.3648963,5.6898904,5.7992506,5.618012433,0.141099533,0.353348524,0.661493618
hypothetical protein,HVO_A0462,4.99112,5.126368,5.2394924,5.118993467,5.1331053,5.069974,5.5776577,5.260245667,0.1412522,0.4651678,0.696037096
N2-methylguanosine tRNA methyltransferase,HVO_0156,5.9010267,6.106781,6.494971,6.1675929,6.129192,5.989921,6.8095264,6.309546467,0.141953567,0.668132288,0.808535429
Glutamate dehydrogenase,HVO_1453,10.247188,9.951589,10.12294,10.107239,10.074428,10.516791,10.157048,10.24942233,0.142183333,0.425921228,0.683842101
conserved hypothetical protein,HVO_A0324,5.486257,5.49235,5.577539,5.518715333,5.5256686,5.436534,6.0220375,5.661413367,0.142698033,0.482448687,0.704093123
conserved hypothetical protein,HVO_1772,6.3971205,6.3238,7.0371895,6.586036667,6.5945764,6.5041337,7.0878057,6.7288386,0.142801933,0.648469707,0.798070347
hypothetical protein,HVO_2805,9.592183,9.155551,8.911914,9.219882667,9.295215,9.828705,8.964664,9.362861333,0.142978667,0.678940905,0.816668392
"cobyrinic acid a,c-diamide synthase",HVO_A0487,7.677931,9.435505,9.114832,8.742756,9.051542,8.582097,9.025048,8.886229,0.143473,0.810905052,0.894397075
phosphoesterase RecJ domain protein,HVO_0756,7.789213,7.8467464,8.555659,8.0638728,8.093915,8.397806,8.130725,8.207482,0.1436092,0.615878172,0.77666915
conserved hypothetical protein,HVO_1582,7.577228,8.092025,8.6158495,8.095034167,7.867606,8.056991,8.791836,8.238811,0.143776833,0.744419204,0.857611365
ribosomal protein S10 homolog,HVO_1392,8.743682,9.033265,9.031587,8.936178,8.924063,9.012259,9.304681,9.080334333,0.144156333,0.390906094,0.668300866
ArcR family transcription regulator,HVO_A0583,6.6844993,6.9027576,7.1827936,6.923350167,7.2540064,7.1196275,6.8294888,7.067707567,0.1443574,0.491883572,0.71008378
ABC-type transport system permease protein (probable substrate dipeptides/oligopeptides),HVO_A0338,7.6742005,8.451665,8.003742,8.0432025,8.778159,7.8924603,7.8923984,8.187672567,0.144470067,0.717095848,0.841716334
unknown protein,HVO_B0142,6.557525,6.509939,6.526681,6.531381667,6.6589384,6.442851,6.9262056,6.675998333,0.144616667,0.361462226,0.661493618
conserved hypothetical protein,HVO_2733,6.6620064,6.3394127,7.299487,6.7669687,6.7649436,6.820954,7.1490903,6.911662633,0.144693933,0.661432469,0.80583071
CysK1,HVO_1439,6.396221,6.859725,6.495001,6.583649,6.6478453,6.3918624,7.1459618,6.7285565,0.1449075,0.61026635,0.773754822
transcription regulator,HVO_1752,5.535202,5.509542,5.725685,5.590143,5.5681443,5.515357,6.124619,5.7360401,0.1458971,0.518780227,0.72538102
phosphoribosyltransferase,HVO_0101,5.729868,5.731536,6.007131,5.822845,5.7209206,5.7112575,6.4740853,5.968754467,0.145909467,0.616285602,0.776937084
unknown protein,HVO_D0005,5.2156534,5.5375705,5.4357133,5.3963124,5.3477554,5.2110815,6.067898,5.542244967,0.145932567,0.632393385,0.7880199
4-aminobutyrate aminotransferase,HVO_2091,6.70047,6.467797,6.759776,6.642681,6.566462,6.5263495,7.2733207,6.788710733,0.146029733,0.602213096,0.76818796
ArcR family transcription regulator,HVO_2092,5.987015,6.022209,5.8418593,5.9503611,5.865345,5.9019527,6.5238295,6.0970424,0.1466813,0.542597389,0.736880046
hypothetical protein,HVO_0272,7.3894825,6.736684,7.3940225,7.173396333,7.193166,7.095736,7.6722775,7.320393167,0.146996833,0.629509618,0.785910367
conserved hypothetical protein,HVO_0758,8.993652,8.986332,9.191466,9.05715,8.880471,9.654199,9.077914,9.204194667,0.147044667,0.575698163,0.753912974
"DNA ligase, ATP dependent",HVO_1565,5.9739957,6.699301,6.8116264,6.494974367,6.3461213,6.045441,7.5358586,6.642473633,0.147499267,0.792808569,0.883979336
conserved hypothetical protein,HVO_0752,5.2326503,5.3187275,5.5870304,5.3794694,5.3562355,5.3457003,5.879401,5.527112267,0.147642867,0.513115238,0.722368321
hypothetical protein,HVO_2129,6.433392,6.2519298,6.299093,6.328138267,6.4326997,6.464012,6.531997,6.476236233,0.148097967,0.07451283,0.405647032
DNA topoisomerase I,HVO_0681,10.118038,10.709517,10.566898,10.46481767,11.047847,10.507258,10.28375,10.61295167,0.148134,0.634634723,0.789085607
hypothetical protein,HVO_0833,5.9099545,5.710687,6.00727,5.8759705,5.7922955,5.980475,6.3002496,6.024340033,0.148369533,0.437122411,0.689328377
conserved hypothetical protein,HVO_2200,5.628458,5.820148,5.8692794,5.772628467,5.6911407,5.723368,6.350783,5.9217639,0.149135433,0.546956649,0.737716319
conserved hypothetical protein,HVO_0224,5.2944913,5.5660763,5.8565254,5.572364333,5.5931177,5.46853,6.1039343,5.721860667,0.149496333,0.586680763,0.759575789
hypothetical protein,HVO_B0339,6.171857,5.9179296,6.298604,6.129463533,6.122231,5.7590165,6.9566627,6.2793034,0.149839867,0.70753863,0.835419686
conserved hypothetical protein,HVO_0646,7.584177,8.0902405,8.707995,8.127470833,8.272812,8.026709,8.534661,8.278060667,0.150589833,0.694452288,0.825772094
acyl-CoA synthetase,HVO_1585,9.582789,9.546785,10.059128,9.729567333,9.558481,9.914675,10.168746,9.880634,0.151066667,0.566374499,0.747886606
conserved hypothetical protein,HVO_0545,9.81608,10.319326,10.112111,10.08250567,10.182439,10.364915,10.15505,10.23413467,0.151629,0.39747404,0.668608717
Na+/H+ antiporter NhaC,HVO_0548,6.709693,7.0617037,7.6085606,7.126652433,7.0254273,6.59684,8.212919,7.278395433,0.151743,0.79613992,0.885787719
A-type ATP synthase subunit H,HVO_0310,7.795539,8.943513,8.207563,8.315538333,8.137221,7.809881,9.455111,8.467404333,0.151866,0.814051281,0.894773641
exo-poly-alpha-D-galacturonosidase precursor,HVO_B0325,8.968621,8.024806,8.691756,8.561727667,8.597365,8.276093,9.267356,8.713604667,0.151877,0.726453466,0.846461201
conserved protein,HVO_0510,7.1750493,7.770273,7.3296876,7.4250033,7.3472047,7.5982733,7.7866707,7.5773829,0.1523796,0.525019848,0.727339335
conserved protein YqjF,HVO_0959,5.773342,5.8568745,6.0693436,5.899853367,5.877271,5.895768,6.3841944,6.052411133,0.152557767,0.462427072,0.696037096
TET aminopeptidase homolog,HVO_0826,8.394549,9.344213,9.227337,8.988699667,9.218647,8.572701,9.633143,9.141497,0.152797333,0.740073045,0.855085846
hypothetical protein,HVO_A0621,7.7173305,8.1844425,8.165187,8.02232,7.8058124,7.7750926,8.9451885,8.1753645,0.1530445,0.730459088,0.847911292
conserved hypothetical protein,HVO_1974,6.6192307,6.8877964,6.4966655,6.667897533,6.536964,6.396607,7.530269,6.82128,0.153382467,0.703500915,0.831144722
MCM DNA helicase,HVO_0220,12.002021,12.37319,12.448627,12.27461267,13.02404,12.172587,12.09036,12.42899567,0.154383,0.663173869,0.806207403
"lipoprotein, putative",HVO_1176,8.103429,8.765416,8.068374,8.312406333,8.244812,8.404479,8.751741,8.467010667,0.154604333,0.599715584,0.766474215
threonine ammonia-lyase,HVO_B0005,6.188503,5.8048024,6.456634,6.1499798,6.101537,5.9199247,6.89244,6.3046339,0.1546541,0.684271966,0.82108909
exo-arabinanase,HVO_B0232,7.322566,6.190476,7.236869,6.916637,6.588081,6.3068914,8.319228,7.071400133,0.154763133,0.84179622,0.910327798
conserved hypothetical protein,HVO_1922,8.471706,8.739399,8.931079,8.714061333,8.692368,8.903906,9.01058,8.868951333,0.15489,0.395154534,0.668300866
GTP:adenosylcobinamide-phosphate guanylyltransferase,HVO_0589,11.637663,12.468311,12.5979595,12.2346445,12.664178,11.7893915,12.717707,12.3904255,0.155781,0.732820173,0.849167895
cellulase,HVO_A0325,5.938262,5.7565117,6.033969,5.9095809,5.812981,5.9059935,6.4771833,6.065385933,0.155805033,0.523271628,0.726816813
cysteine synthase,HVO_1654,7.1438136,7.935796,7.411598,7.4970692,7.6670485,7.4664474,7.825509,7.653001633,0.155932433,0.573531772,0.752921349
hypothetical protein,HVO_B0288,8.081377,7.3796268,7.9124517,7.791151833,7.746224,7.4503093,8.6452265,7.947253267,0.156101433,0.727085744,0.846461201
"acetyltransferase, GNAT family",HVO_2423,6.9128966,7.6436806,7.4390593,7.331878833,7.297145,7.291006,7.877056,7.488402333,0.1565235,0.620108745,0.779783322
conserved hypothetical protein,HVO_2890,6.549726,6.9144077,7.371773,6.945302233,7.025959,6.878708,7.401218,7.101961667,0.156659433,0.610771288,0.77390257
acetyltransferase homolog,HVO_1658,7.6951723,8.363557,8.311626,8.123451767,8.038989,8.099708,8.702456,8.280384333,0.156932567,0.630233172,0.786311581
hydroxymethylglutaryl-CoA reductase (NADPH),HVO_2583,8.534339,9.457107,8.666071,8.885839,9.084899,8.773222,9.270875,9.042998667,0.157159667,0.651692656,0.800794129
putative metal dependent phosphohydrolase,HVO_A0533,5.9929485,6.272592,6.9475856,6.404375367,6.4810348,6.3269944,6.8803587,6.562795967,0.1584206,0.65418857,0.801396081
undecaprenyl diphosphate synthase,HVO_2315,7.2000184,7.1765947,6.9395924,7.105401833,6.8787775,7.397017,7.516204,7.2639995,0.158597667,0.497140132,0.713653972
conserved hypothetical protein,HVO_1405,7.1029515,7.473252,7.5880303,7.388077933,7.501353,7.3224854,7.8162823,7.5467069,0.158628967,0.48336058,0.70464129
conserved hypothetical protein,HVO_2346,5.7716503,5.8835425,6.7020507,6.119081167,5.960038,5.906392,6.9673634,6.277931133,0.158849967,0.743450936,0.857282373
Adenosylcobinamide amidohydrolase,HVO_0592,5.504738,5.925112,5.9225745,5.7841415,5.832925,5.6192904,6.377908,5.943374467,0.159232967,0.581083908,0.757158362
uridine phosphorylase,HVO_1579,6.04178,6.64798,6.3116074,6.333789133,6.334624,6.1510267,6.9935203,6.493057,0.159267867,0.634614139,0.789085607
formimidoylglutamase,HVO_A0561,5.948254,5.767944,6.0623364,5.926178133,5.908128,5.9093227,6.439104,6.085518233,0.1593401,0.462850989,0.696037096
chemotaxis protein CheF2,HVO_1219,8.915055,8.872361,9.566781,9.118065667,9.214198,9.1315975,9.486796,9.2775305,0.159464833,0.556755686,0.743239458
leucine responsive regulatory protein,HVO_1265,7.344121,7.6032085,7.1927867,7.380038733,7.5801086,7.402258,7.6375146,7.5399604,0.159921667,0.314619634,0.654544463
hypothetical protein,HVO_0813,6.121126,5.9396257,6.305205,6.121985567,6.127421,6.0428348,6.6769276,6.282394467,0.1604089,0.515362924,0.72263239
"lipoprotein, putative",HVO_2149,11.6896305,10.810603,11.003446,11.16789317,10.388386,12.248561,11.350013,11.32898667,0.1610935,0.801498402,0.888695362
conserved hypothetical protein,HVO_0234,7.7276926,8.07471,7.8166857,7.873029433,7.562888,8.520876,8.018998,8.034254,0.161224567,0.614429401,0.776452384
NADH dehydrogenase-like complex subunit M,HVO_0987,12.5966625,13.497664,13.315732,13.13668617,13.537296,12.669074,13.687462,13.297944,0.161257833,0.720563904,0.843601703
Protein of unknown function (DUF917) superfamily,HVO_B0075,6.06346,5.8875813,6.1571326,6.036057967,6.2183075,5.7021637,6.6715407,6.1973373,0.161279333,0.60890707,0.77293967
glycerophosphodiester phosphodiesterase,HVO_2474,5.386269,5.5104003,5.504102,5.466923767,5.4643526,5.4146795,6.007035,5.628689033,0.161765267,0.45118946,0.695836103
small CPxCG-related zinc finger protein,HVO_A0254A,9.512974,8.380172,8.481053,8.791399667,8.758746,9.314528,8.7864895,8.9532545,0.161854833,0.709579045,0.836922491
hypothetical protein,HVO_0475,5.9333577,6.2573357,6.8822913,6.357661567,6.3492494,6.111113,7.0983286,6.519563667,0.1619021,0.711404008,0.837198642
L-threonine-O-3-phosphate decarboxylase,HVO_0591,5.3558965,5.6571403,5.7205973,5.577878033,5.5964117,5.4092765,6.2167587,5.740815633,0.1629376,0.576993709,0.754497524
conserved hypothetical protein,HVO_0140,7.6698475,7.936149,7.7664933,7.790829933,7.842711,7.8213077,8.198225,7.954081233,0.1632513,0.322920668,0.65607814
conserved hypothetical protein,HVO_2036,6.4327116,6.102829,6.371242,6.302260867,6.2385483,6.038927,7.1199775,6.4658176,0.163556733,0.662146298,0.80583071
conserved hypothetical protein,HVO_0843,14.133667,14.812341,14.593341,14.51311633,14.747903,14.845015,14.438992,14.67730333,0.164187,0.522361155,0.726816813
Mut/nudix family protein,HVO_1247,6.271457,7.1570964,6.5476184,6.658723933,6.5497527,6.4996343,7.4201655,6.823184167,0.164460233,0.700066011,0.829052913
ABC-type transport system permease protein,HVO_A0176,5.442214,5.5600944,6.5822515,5.861519967,5.9430594,5.8620777,6.273788,6.026308367,0.1647884,0.689363338,0.822981696
"membrane protein, putative",HVO_1859,7.276226,7.7703047,8.120866,7.722465567,7.802514,7.624984,8.235597,7.887698333,0.165232767,0.616545106,0.777018421
hypothetical protein,HVO_0363,6.435443,6.0884786,6.432887,6.3189362,6.266588,6.3446426,6.8413653,6.484198633,0.165262433,0.482529064,0.704093123
glucose-6-phosphatase,HVO_0238,8.059591,8.241856,8.34391,8.215119,8.421661,8.28025,8.439573,8.380494667,0.165375667,0.164195449,0.555451852
conserved hypothetical protein,HVO_2071,11.440488,12.035233,11.703301,11.72634067,12.321731,11.955005,11.398687,11.89180767,0.165467,0.631093317,0.7871383
hypothetical protein,HVO_B0098,6.2831025,5.69005,6.067048,6.013400167,5.9260755,5.7302637,6.8817534,6.1793642,0.165964033,0.696440542,0.826527521
hypothetical protein,HVO_A0542,7.300756,7.6452575,8.690207,7.878740167,8.006451,7.509179,8.619348,8.044992667,0.1662525,0.768121785,0.873313927
RmlD substrate binding domain superfamily,HVO_2058,8.952153,8.67194,8.207339,8.610477333,9.056019,8.922108,8.353596,8.777241,0.166763667,0.614548107,0.776452384
glucose 1-dehydrogenase,HVO_2468,5.6668468,5.7171297,5.63339,5.6724555,5.6892767,5.6578255,6.1706195,5.839240567,0.166785067,0.376282988,0.661687742
permease; possible drug/metabolite exporter family protein,HVO_1714,6.058799,6.422674,6.322671,6.268048,6.449693,6.28943,6.565785,6.434969333,0.166921333,0.283624884,0.646700265
"phenylacetate-CoA oxygenase, PaaI subunit",HVO_A0509,5.5675945,5.5322213,6.1410356,5.746950467,5.7127066,5.677928,6.352776,5.9144702,0.167519733,0.600553418,0.767298933
conserved hypothetical protein,HVO_0847,8.772846,9.104656,8.983269,8.953590333,9.080709,9.221793,9.063246,9.121916,0.168325667,0.197908148,0.602774471
enoyl-CoA hydratase,HVO_A0525,6.30416,6.563608,6.7661986,6.544655533,6.5608854,6.407188,7.171598,6.7132238,0.168568267,0.564913644,0.747724422
HTR-like protein,HVO_2835,7.7522306,8.280204,7.627711,7.8867152,8.329478,7.8498454,7.98665,8.055324467,0.168609267,0.530212637,0.729843647
transcription regulator,HVO_A0226,5.646989,5.551672,5.9664693,5.7217101,5.8524785,5.660939,6.157704,5.890373833,0.168663733,0.42810709,0.684887968
conserved hypothetical protein,HVO_0489,14.077026,14.345794,14.237487,14.22010233,14.109345,14.710102,14.347042,14.38882967,0.168727333,0.427657883,0.684887968
DNA-directed RNA polymerase subunit B,HVO_0347,13.1366415,13.363666,13.097095,13.19913417,13.582277,13.1891165,13.33226,13.3678845,0.168750333,0.29971579,0.650109412
DNA double-strand break repair protein Mre11,HVO_0853,6.13858,6.4835005,6.4579105,6.359997,6.307427,6.1866474,7.092893,6.528989133,0.168992133,0.609041547,0.77293967
ATP-dependent DNA helicase,HVO_0289,8.4613695,7.883056,8.250821,8.1984155,8.463188,8.75106,7.8905425,8.3682635,0.169848,0.606347562,0.771733003
conserved hypothetical protein,HVO_0560,6.6753125,6.7195053,7.1631746,6.852664133,6.6351485,6.813417,7.619088,7.022551167,0.169887033,0.643932607,0.794203478
rimK family protein,HVO_0483,5.633547,5.6895585,5.7671742,5.6967599,5.7961946,5.706322,6.0999455,5.867487367,0.170727467,0.244484691,0.635204059
zinc transporter,HVO_2531,7.675486,7.5532136,7.4215074,7.550069,7.436264,7.5249624,8.202575,7.721267133,0.171198133,0.535539772,0.731008027
cytochrome aa3 controlling protein,HVO_2433,10.240462,10.26181,10.089261,10.19717767,10.076509,10.359153,10.670656,10.36877267,0.171595,0.394353845,0.668300866
hypothetical protein,HVO_1817,6.000378,6.3015738,6.1847124,6.1622214,6.1537485,6.085736,6.7619777,6.333820733,0.171599333,0.500857892,0.715896234
sodium-dependent transporter,HVO_2223,7.3441234,7.6767273,8.521664,7.8475049,8.086308,7.666237,8.305444,8.019329667,0.171824767,0.687838033,0.822392608
protein phosphatase,HVO_B0169,9.186493,8.62213,9.403668,9.070763667,9.047568,9.011047,9.669624,9.242746333,0.171982667,0.615289918,0.776626036
taxis cluster protein CheD,HVO_1205,5.361836,5.542506,5.760906,5.555082667,5.5469203,5.487579,6.147874,5.727457767,0.1723751,0.512992459,0.722368321
dihydrofolate reductase,HVO_2919,7.2430005,7.3983917,7.4863663,7.3759195,7.0756545,7.458668,8.112366,7.548896167,0.172976667,0.607615239,0.771866984
Protein of unknown function (DUF420) superfamily,HVO_2720,6.361545,6.3023386,6.593612,6.4191652,6.4968286,6.4322934,6.848033,6.592385,0.1732198,0.331259185,0.65607814
"membrane protein, putative",HVO_1694,8.51388,8.634219,8.538433,8.562177333,8.7805805,9.247382,8.179049,8.7356705,0.173493167,0.60712245,0.771733003
transporter gate domain protein,HVO_0126,6.39721,7.077259,7.067831,6.847433333,6.820568,6.7353992,7.50751,7.021159067,0.173725733,0.628732819,0.785423286
small CPxCG-related zinc finger protein,HVO_0280A,5.9423437,5.861042,5.9830585,5.928814733,5.9425063,5.9772186,6.3900447,6.103256533,0.1744418,0.30428668,0.65032166
"lipoprotein, putative",HVO_A0109,7.0805116,6.5867195,7.0185604,6.895263833,6.8528676,6.8556323,7.501035,7.069844967,0.174581133,0.547039328,0.737716319
"glucosamine--fructose-6-phosphate aminotransferase, isomerizing",HVO_A0594,6.321225,6.3936586,7.125064,6.613315867,6.6679497,6.6692443,7.027491,6.788228333,0.174912467,0.570289161,0.750281382
hypothetical protein,HVO_0906,6.811215,7.1002455,7.1647315,7.025397333,6.995082,7.2058215,7.4010005,7.200634667,0.175237333,0.334539642,0.65607814
conserved hypothetical protein,HVO_2591,5.8741503,5.959318,6.361821,6.065096433,6.154687,6.026857,6.540312,6.240618667,0.175522233,0.461037215,0.696037096
sugar hosphotransferase system IIA component,HVO_1498,7.4607425,8.123345,8.37872,7.9876025,8.102839,7.714447,8.672412,8.163232667,0.175630167,0.675913544,0.814489106
3-beta hydroxysteroid dehydrogenase/isomerase family superfamily,HVO_0755,5.9762554,6.6042905,6.7071505,6.429232133,6.3309293,6.2187824,7.2652736,6.6049951,0.175762967,0.685073503,0.821675126
hypothetical protein,HVO_B0166,6.201311,6.103196,6.850333,6.384946667,6.364986,6.1916947,7.12556,6.5607469,0.175800233,0.659816277,0.805813014
putative acetyl-CoA synthetase,HVO_1587,5.9374037,6.3806,6.6360917,6.3180318,6.3323812,6.300686,6.848865,6.4939774,0.1759456,0.55102749,0.740838241
translation initiation factor aIF-2 gamma subunit,HVO_1901,10.562456,10.947777,10.863428,10.79122033,10.58838,10.53666,11.777322,10.967454,0.176233667,0.697502167,0.827146144
hypothetical protein,HVO_A0224,6.115155,6.082402,6.31485,6.170802333,6.224758,5.9644723,6.8520985,6.3471096,0.176307267,0.553953531,0.741519926
putative phosphoesterase,HVO_1935,5.6553392,5.9066563,6.426785,5.996260167,5.9430585,5.836532,6.7381883,6.172592933,0.176332767,0.653440686,0.800794129
aminodeoxychorismate lyase,HVO_0708,6.0557923,6.302842,6.4228024,6.2604789,6.2299614,6.1064878,6.9748473,6.437098833,0.176619933,0.577848543,0.754497524
hypothetical protein,HVO_A0233,5.7080007,5.759975,5.9579196,5.808631767,5.8662853,5.603952,6.4860063,5.985414533,0.176782767,0.5516729,0.741060198
pyruvoyl-dependent arginine decarboxylase,HVO_1958,6.2570868,6.7254043,7.1344495,6.705646867,6.5658135,6.4334526,7.648301,6.882522367,0.1768755,0.720607327,0.843601703
type IV pilus biogenesis complex ATPase subunit,HVO_0620,6.1082625,6.2017546,6.441559,6.250525367,6.1797614,6.260858,6.843087,6.427902133,0.177376767,0.485897737,0.707303515
"6,7-dimethyl-8-ribityllumazine synthase",HVO_0974,7.9925547,9.155184,8.376574,8.508104233,8.648407,8.162889,9.245338,8.685544667,0.177440433,0.721395557,0.843911478
conserved hypothetical protein,HVO_2135,5.4610615,5.504321,5.525777,5.497053167,5.552802,5.520812,5.95031,5.674641333,0.177588167,0.271810332,0.641288352
thiazole biosynthesis enzyme,HVO_0665,5.9516473,6.2718887,6.6520348,6.291856933,6.2751,6.1128244,7.0204983,6.469474233,0.1776173,0.633887214,0.788894612
predicted 3-dehydroquinate synthase,HVO_0792,7.902574,8.3273325,7.8897676,8.039891367,8.043412,8.363231,8.246711,8.217784667,0.1778933,0.358119295,0.661493618
helicase,HVO_1351,6.8331094,7.2550097,7.037258,7.041792367,7.072063,7.0348988,7.552768,7.219909933,0.178117567,0.437076682,0.689328377
peroxiredoxin homolog,HVO_0252,5.670631,5.7597275,5.8445535,5.758304,5.783505,5.7514086,6.2744017,5.936438433,0.178134433,0.370010178,0.661493618
"predicted transcription regulator, containing DNA-binding HTH domain",HVO_2421,9.189195,9.454058,9.001484,9.214912333,9.442447,9.350878,9.385838,9.393054333,0.178142,0.254347418,0.635520671
methyltransferase,HVO_0574,7.1899443,7.677617,7.672258,7.5132731,7.4159975,7.3908553,8.268551,7.691801267,0.178528167,0.617933105,0.777971303
ABC-type transport system permease protein (probable substrate sugar),HVO_A0285,7.2970047,6.391033,6.4822407,6.723426133,6.910136,7.2520676,6.54466,6.902287867,0.178861733,0.639091362,0.791662753
conserved protein,HVO_0827,9.241533,9.552577,8.808701,9.200937,9.143914,9.668655,9.328048,9.380205667,0.179268667,0.53562725,0.731008027
pyruvate--ferredoxin oxidoreductase alpha subunit,HVO_1305,13.631386,14.300542,14.241315,14.05774767,14.438521,14.012853,14.261922,14.23776533,0.180017667,0.506409978,0.720254606
probable hydantoin racemase,HVO_1776,5.16302,5.364102,5.4703507,5.3324909,5.294107,5.2601676,5.9833283,5.5125343,0.1800434,0.514812053,0.722368321
conserved hypothetical protein,HVO_2626,7.272638,7.9439244,7.787566,7.6680428,7.7089353,7.3262086,8.509202,7.8481153,0.1800725,0.6782879,0.816457201
hypothetical protein,HVO_0187,9.096293,9.355723,9.703289,9.385101667,9.339042,9.562535,9.794375,9.565317333,0.180215667,0.457823617,0.696037096
protein-glutamate methylesterase CheB,HVO_1224,5.633333,5.81674,6.153137,5.867736667,5.898526,5.845687,6.4003887,6.048200567,0.1804639,0.482305763,0.704093123
unknown protein,HVO_A0195,6.683245,6.690452,7.7183933,7.030696767,7.239545,7.03864,7.3555064,7.211230467,0.1805337,0.638838962,0.791596164
hypothetical protein,HVO_0673,7.4104347,7.583824,7.871508,7.621922233,7.729897,7.529414,8.148198,7.802503,0.180580767,0.469951871,0.697304001
A/G-specific adenine glycosylase,HVO_2834,6.427329,6.2816935,6.306675,6.338565833,6.327076,6.3884587,6.8424,6.519311567,0.180745733,0.344122779,0.661274739
mandelate racemase/muconate lactonizing enzyme family protein,HVO_A0267,7.0389977,6.602485,6.674468,6.771983567,6.7766275,6.8968973,7.1856184,6.953047733,0.181064167,0.375202505,0.661493618
probable Mrr family endonuclease,HVO_0682,9.45698,9.710987,9.3124895,9.4934855,9.999155,9.694131,9.330823,9.674703,0.1812175,0.466788169,0.69642488
propionyl-CoA carboxylase complex B chain,HVO_1447,7.844674,7.604915,7.9737096,7.8077662,7.7307873,8.143216,8.096091,7.990031433,0.182265233,0.342261195,0.660370822
conserved hypothetical protein,HVO_0018,7.614699,7.762894,7.4649553,7.614182767,7.4782577,7.9648623,7.947537,7.796885667,0.1827029,0.370157796,0.661493618
D-hydantoinase,HVO_B0302,6.3753777,5.8532324,6.2115707,6.146726933,6.338192,6.044632,6.605512,6.329445333,0.1827184,0.459744653,0.696037096
uracil DNA glycosylase,HVO_0444,7.5162373,7.389416,7.1769643,7.360872533,7.4801807,7.680174,7.4705396,7.543631433,0.1827589,0.203242417,0.607137205
preprotein translocase Sec61 alpha subunit,HVO_A0174,7.5211363,7.598996,8.507422,7.875851433,8.272378,7.723404,8.180428,8.058736667,0.182885233,0.637473148,0.790887452
conserved hypothetical protein,HVO_0494,7.8661623,8.132981,8.255905,8.0850161,8.258776,8.143162,8.402413,8.268117,0.1831009,0.253265304,0.635520671
conserved hypothetical protein,HVO_0223,6.0387363,6.673039,6.6210656,6.4442803,6.4095235,6.1492825,7.3237696,6.6275252,0.1832449,0.678116967,0.816457201
phosphohydrolase,HVO_2481,8.211243,9.055693,9.034611,8.767182333,9.125246,8.798959,8.927377,8.950527333,0.183345,0.566404461,0.747886606
unknown protein,HVO_A0591,5.816093,5.862205,5.7565994,5.811632467,5.818839,5.9983945,6.1679482,5.995060567,0.1834281,0.156558356,0.549194585
hypothetical protein,HVO_1458,6.227809,6.513977,6.8264327,6.522739567,6.6019483,6.587949,6.928687,6.706194767,0.1834552,0.422676566,0.683173926
conserved hypothetical protein,HVO_1060,5.47373,5.410063,5.7698264,5.551206467,5.5633993,5.487813,6.153434,5.7348821,0.183675633,0.483019298,0.704550477
hypothetical protein,HVO_2301,7.698218,8.138269,8.497758,8.111415,7.9544735,7.718322,9.212477,8.295090833,0.183675833,0.740883921,0.855278802
conserved hypothetical protein,HVO_2221,5.511435,5.6293054,5.815076,5.6519388,5.655494,5.6192718,6.2327733,5.835846367,0.183907567,0.445425727,0.692655416
hypothetical protein,HVO_1104,5.370712,5.4964323,5.663495,5.5102131,5.4648623,5.3961906,6.222813,5.694621967,0.184408867,0.543503641,0.737074876
ArcR family transcription regulator,HVO_B0255,7.3078065,6.693044,7.283846,7.094898833,6.830453,6.669878,8.337723,7.279351333,0.1844525,0.761645265,0.871170029
"haloacid dehalogenase, type II",HVO_2389,5.250098,5.3748565,5.4474397,5.357464733,5.3495445,5.395891,5.8808484,5.542094633,0.1846299,0.361594228,0.661493618
CRISPR-associated helicase Cas3,HVO_A0209,12.150211,12.355818,12.174146,12.226725,13.236363,11.773416,12.224346,12.411375,0.18465,0.694608734,0.825772094
taxis sensor histidine kinase CheA,HVO_1223,6.57842,6.683587,6.6353965,6.632467833,6.802233,6.7344103,6.915291,6.817311433,0.1848436,0.038557557,0.298233817
ribosomal protein L7a.eR/HS6,HVO_2737,13.374068,13.528058,13.385775,13.42930033,13.207514,13.496953,14.141587,13.61535133,0.186051,0.543377435,0.737074876
membrane protein NosY precursor,HVO_1184,5.7248254,5.506238,5.375353,5.535472133,5.580754,5.6297092,5.9545703,5.721677833,0.1862057,0.296978886,0.650109412
conserved hypothetical protein,HVO_0136A,5.655177,5.8893504,6.278602,5.941043133,5.778106,6.0358167,6.568946,6.1276229,0.186579767,0.561978888,0.74580693
beta-D-galactosidase,HVO_A0326,7.7478433,7.951753,7.854855,7.851483767,8.0442915,7.8160925,8.254291,8.038225,0.186741233,0.251890004,0.635520671
conserved hypothetical protein,HVO_1355,7.531372,7.556048,8.360481,7.815967,7.697272,7.7331634,8.578145,8.002860133,0.186893133,0.661755798,0.80583071
"prenyltransferase, UbiA family superfamily",HVO_0622,6.0644336,5.709937,6.1023455,5.958905367,5.8957453,6.1930766,6.3508644,6.1465621,0.187656733,0.362659927,0.661493618
pectin methylesterase,HVO_1882,6.2348742,6.319763,7.0797505,6.5447959,6.574712,6.4149847,7.2111135,6.7336034,0.1888075,0.629809697,0.786029327
